Price,City,District,Neighborhood,Listing Number,Listing Update Date,Category,Net Square Meters,Number of Rooms,Floor,Heating Type,Deposit,Number of Bathrooms,Listing Creation Date,Type,Kind,Gross Square Meters,Building Age,Number of Building Floors,Usage Status,Within Site,Price Status,Structure Status,Furnishing Status,Balcony Status,Building Type,Number of WCs,Swap,Bathroom Square Meters,Living Room Square Meters,WC Square Meters,Virtual Tour Available?,Maintenance Fee,Balcony Type,Number of Balconies,Balcony Square Meters
20000TL,İstanbul,Kağıthane,Gültepe Mahallesi,15763831,24 Ağustos 2024,Kiralık,38 m²,1+1,13.Kat,Merkezi (Pay Ölçer),,1,24 Ağustos 2024,Konut,Residence,49 m²,5-10,14,Boş,Evet,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
21000TL,İstanbul,Kağıthane,Çağlayan Mahallesi,15763830,24 Ağustos 2024,Kiralık,30 m²,1+1,12.Kat,Merkezi (Pay Ölçer),,1,24 Ağustos 2024,Konut,Residence,41 m²,5-10,12,Kiracı Oturuyor,Evet,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
17500TL,İstanbul,Bağcılar,15 Temmuz Mahallesi,15763807,24 Ağustos 2024,Kiralık,150 m²,3+1,3.Kat,Doğalgaz Sobalı,,1,24 Ağustos 2024,Konut,Daire,160 m²,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
29500TL,İstanbul,Pendik,Fevzi Çakmak Mahallesi,15763752,24 Ağustos 2024,Kiralık,68 m²,2+1,2.Kat,Kombi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,88 m²,0 (Yeni),9,Boş,Evet,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
28000TL,İstanbul,Pendik,Velibaba Mahallesi,15763747,24 Ağustos 2024,Kiralık,70 m²,2+1,3.Kat,Merkezi (Pay Ölçer),,1,24 Ağustos 2024,Konut,Daire,95 m²,4,9,Boş,Evet,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
11000TL,İstanbul,Bahçelievler,Zafer Mahallesi,15763743,24 Ağustos 2024,Kiralık,55 m²,1+1,Bahçe Katı,Kombi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,60 m²,5-10,4,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
155000TL,İstanbul,Sarıyer,Uskumruköy Mahallesi,15763720,24 Ağustos 2024,Kiralık,230 m²,3+1,,Yerden Isıtma,310000 TL,3,24 Ağustos 2024,Konut,Villa,250 m²,5-10,3,Kiracı Oturuyor,Evet,Genel Fiyat,,,,,,,,,,,17350 TL,,,
23500TL,İstanbul,Eyüpsultan,Akşemsettin Mahallesi,15763715,24 Ağustos 2024,Kiralık,60 m²,2+1,Yüksek Giriş,Kombi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,73 m²,0 (Yeni),5,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
18000TL,İstanbul,Küçükçekmece,Halkalı Merkez Mahallesi,15763635,24 Ağustos 2024,Kiralık,80 m²,2+1,2.Kat,Kombi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,93 m²,16-20,4,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
16000arrow_downward%9TL,İstanbul,Bakırköy,Osmaniye Mahallesi,15763598,24 Ağustos 2024,Kiralık,75 m²,2+1,Düz Giriş (Zemin),Kombi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,85 m²,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
22000TL,İstanbul,Sultangazi,Cebeci Mahallesi,15763540,24 Ağustos 2024,Kiralık,100 m²,2+1,2.Kat,Kombi Doğalgaz,,2,24 Ağustos 2024,Konut,Daire,110 m²,0 (Yeni),6,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
46500TL,İstanbul,Beşiktaş,Dikilitaş Mahallesi,15763524,30 Ağustos 2024,Kiralık,70 m²,2+1,3.Kat,Kombi Doğalgaz,47500 TL,1,24 Ağustos 2024,Konut,Daire,80 m²,0 (Yeni),6,Boş,Hayır,Genel Fiyat,Sıfır,Boş,Var,Betonarme,1,Yok,,22 m²,,Hayır,750 TL,Açık Balkon,2,
19500TL,İstanbul,Çekmeköy,Merkez Mahallesi,15763518,24 Ağustos 2024,Kiralık,73 m²,2+1,Düz Giriş (Zemin),Kombi Doğalgaz,,2,24 Ağustos 2024,Konut,Daire,90 m²,11-15,6,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
32000TL,İstanbul,Silivri,Yeni Mahallesi,15763510,24 Ağustos 2024,Kiralık,80 m²,2+1,Yüksek Giriş,Kombi Doğalgaz,,2,24 Ağustos 2024,Konut,Daire,95 m²,5-10,5,Boş,Hayır,Genel Fiyat,,Eşyalı,,,,Yok,,,,,,,,
21000arrow_downward%9TL,İstanbul,Beyoğlu,Yenişehir Mahallesi,15763474,27 Ağustos 2024,Kiralık,70 m²,2+1,Yüksek Giriş,Kombi Doğalgaz,40000 TL,1,24 Ağustos 2024,Konut,Daire,75 m²,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,İkinci El,Eşyalı,Yok,Betonarme,1,,,,,,,,,
26000TL,İstanbul,Bahçelievler,Zafer Mahallesi,15763473,24 Ağustos 2024,Kiralık,160 m²,3+1,3.Kat,Kombi Doğalgaz,26000 TL,2,24 Ağustos 2024,Konut,Daire,180 m²,16-20,4,Boş,Hayır,Genel Fiyat,İkinci El,Boş,Var,Betonarme,2,,,,,Hayır,,,2,
25000TL,İstanbul,Tuzla,Aydıntepe Mahallesi,15763423,24 Ağustos 2024,Kiralık,48 m²,1+1,5.Kat,Merkezi (Pay Ölçer),,1,24 Ağustos 2024,Konut,Daire,75 m²,5-10,8,Boş,Evet,Genel Fiyat,,Eşyalı,,,,Yok,,,,,,,,
37500TL,İstanbul,Gaziosmanpaşa,Karadeniz Mahallesi,15763419,24 Ağustos 2024,Kiralık,95 m²,2+1,16.Kat,Merkezi (Pay Ölçer),,2,24 Ağustos 2024,Konut,Residence,150 m²,5-10,22,Boş,Evet,Genel Fiyat,,,,,,,,,,,,,,
21500TL,İstanbul,Bahçelievler,Zafer Mahallesi,15763417,24 Ağustos 2024,Kiralık,140 m²,3+1,5.Kat,Kombi Doğalgaz,21500 TL,1,24 Ağustos 2024,Konut,Daire,160 m²,16-20,5,Boş,Hayır,Genel Fiyat,İkinci El,Boş,Var,Betonarme,2,,,,,Hayır,,,,
25000arrow_downward%17TL,İstanbul,Gaziosmanpaşa,Karayolları Mahallesi,15763403,30 Ağustos 2024,Kiralık,170 m²,4+1,Çatı Dubleks,Kombi Doğalgaz,50000 TL,2,24 Ağustos 2024,Konut,Daire,180 m²,11-15,5,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
27000TL,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,15763356,24 Ağustos 2024,Kiralık,85 m²,2+1,7.Kat,Merkezi (Pay Ölçer),54000 TL,1,24 Ağustos 2024,Konut,Daire,90 m²,16-20,16,Boş,Evet,Genel Fiyat,,Eşyalı,Var,,1,,,,,Hayır,800 TL,,1,
29000TL,İstanbul,Maltepe,İdealtepe Mahallesi,15763332,24 Ağustos 2024,Kiralık,110 m²,3+1,4.Kat,Kombi Doğalgaz,29000 TL,1,24 Ağustos 2024,Konut,Daire,120 m²,21 Ve Üzeri,4,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
29000TL,İstanbul,Kağıthane,Hamidiye Mahallesi,15763331,29 Ağustos 2024,Kiralık,68 m²,2+1,5.Kat,Merkezi Doğalgaz,30000 TL,1,24 Ağustos 2024,Konut,Daire,75 m²,21 Ve Üzeri,11,Boş,Evet,Genel Fiyat,,,Var,Betonarme,1,Yok,,,,,1000 TL,Kapalı Balkon,1,
40000TL,İstanbul,Sarıyer,Büyükdere Mahallesi,15763244,30 Ağustos 2024,Kiralık,140 m²,2+1,1.Kat,Kombi Doğalgaz,40000 TL,1,24 Ağustos 2024,Konut,Daire,150 m²,0 (Yeni),2,Boş,Hayır,Genel Fiyat,Sıfır,,Var,Betonarme,1,,,,,,0 TL,,,
14500TL,İstanbul,Bahçelievler,Hürriyet Mahallesi,15763214,24 Ağustos 2024,Kiralık,50 m²,1+1,Çatı Katı,Kombi Doğalgaz,14500 TL,1,24 Ağustos 2024,Konut,Daire,55 m²,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,İkinci El,Eşyalı,Var,Betonarme,1,Yok,,,,,,Açık Teras,3,
45000TL,İstanbul,Sarıyer,Büyükdere Mahallesi,15763154,30 Ağustos 2024,Kiralık,120 m²,2+1,Müstakil,Kombi Doğalgaz,45000 TL,1,24 Ağustos 2024,Konut,Daire,140 m²,3,1,Boş,Hayır,Genel Fiyat,İkinci El,Boş,Var,Betonarme,1,,,,,,0 TL,,,
105000TL,İstanbul,Başakşehir,Başakşehir Mahallesi,15763147,24 Ağustos 2024,Kiralık,300 m²,4+1,,Kombi Doğalgaz,,3,24 Ağustos 2024,Konut,Villa,350 m²,5-10,3,Boş,Evet,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
11000TL,İstanbul,Fatih,Yedikule Mahallesi,15763144,24 Ağustos 2024,Kiralık,50 m²,1+1,Bodrum Kat,Kombi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,55 m²,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
17000TL,İstanbul,Sarıyer,Baltalimanı Mahallesi,15763130,26 Ağustos 2024,Kiralık,50 m²,1+1,Yüksek Giriş,Kombi Doğalgaz,17000 TL,1,24 Ağustos 2024,Konut,Daire,60 m²,16-20,3,Boş,Hayır,Birim Fiyat,,Boş,Var,Betonarme,1,Yok,10 m²,16 m²,,Hayır,0 TL,Kapalı Balkon,1,3 m²
20000TL,İstanbul,Başakşehir,Güvercintepe Mahallesi,15763107,30 Ağustos 2024,Kiralık,160 m²,3+2,4.Kat,Kombi Doğalgaz,20000 TL,2,24 Ağustos 2024,Konut,Daire,170 m²,2,5,Boş,Hayır,Genel Fiyat,,,Var,,,,,,,,,Açık Teras,2,
14000TL,İstanbul,Kağıthane,Çağlayan Mahallesi,15763095,24 Ağustos 2024,Kiralık,40 m²,1+1,Kot 1 (-1).Kat,Kombi Doğalgaz,14000 TL,1,24 Ağustos 2024,Konut,Daire,50 m²,5-10,5,Boş,Hayır,Genel Fiyat,,,Yok,,,,,,,,50 TL,,,
29000TL,İstanbul,Ataşehir,İnönü Mahallesi,15763063,26 Ağustos 2024,Kiralık,45 m²,1+1,2.Kat,Kombi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,55 m²,5-10,4,Boş,Hayır,Genel Fiyat,,Eşyalı,,,,Yok,,,,,,,,
18000TL,İstanbul,Bahçelievler,Zafer Mahallesi,15763038,29 Ağustos 2024,Kiralık,1 m²,3+1,4.Kat,Kombi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,95 m²,21 Ve Üzeri,4,Boş,Hayır,Genel Fiyat,,,Var,,,,,,,,,,,
38000TL,İstanbul,Beşiktaş,Dikilitaş Mahallesi,15763021,24 Ağustos 2024,Kiralık,60 m²,1+1,3.Kat,Kombi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,65 m²,0 (Yeni),5,Boş,Hayır,Genel Fiyat,Sıfır,,,Betonarme,,Yok,,,,,,,,
13000TL,İstanbul,Küçükçekmece,Mehmet Akif Mahallesi,15762985,24 Ağustos 2024,Kiralık,60 m²,1+1,Yüksek Giriş,Kombi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,70 m²,5-10,5,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
24500TL,İstanbul,Bağcılar,Mahmutbey Mahallesi,15762984,24 Ağustos 2024,Kiralık,90 m²,1+1,16.Kat,Merkezi (Pay Ölçer),,1,24 Ağustos 2024,Konut,Daire,108 m²,3,24,Boş,Evet,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
17500TL,İstanbul,Bağcılar,Mahmutbey Mahallesi,15762983,29 Ağustos 2024,Kiralık,58 m²,1+1,18.Kat,Merkezi (Pay Ölçer),,1,24 Ağustos 2024,Konut,Daire,77 m²,3,24,Boş,Evet,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
20000TL,İstanbul,Bahçelievler,Siyavuşpaşa Mahallesi,15762973,30 Ağustos 2024,Kiralık,110 m²,2+1,2.Kat,Kombi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,115 m²,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,İkinci El,Eşyalı,Var,Betonarme,,,,,,,100 TL,Açık Balkon,1,
45000TL,İstanbul,Beykoz,Merkez Mahallesi,15762961,24 Ağustos 2024,Kiralık,160 m²,4+1,3.Kat,Kombi Doğalgaz,45000 TL,1,24 Ağustos 2024,Konut,Daire,180 m²,16-20,3,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
14000TL,İstanbul,Pendik,Kaynarca Mahallesi,15762914,24 Ağustos 2024,Kiralık,90 m²,2+1,5.Kat,Kombi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,110 m²,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
30000TL,İstanbul,Tuzla,Aydıntepe Mahallesi,15762899,24 Ağustos 2024,Kiralık,83 m²,2+1,11.Kat,Kombi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,135 m²,0 (Yeni),11,Boş,Evet,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
24000TL,İstanbul,Küçükçekmece,Kanarya Mahallesi,15762869,30 Ağustos 2024,Kiralık,150 m²,4+1,3.Kat,Kombi Doğalgaz,24000 TL,2,24 Ağustos 2024,Konut,Daire,170 m²,4,3,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
13000TL,İstanbul,Arnavutköy,Bolluca Mahallesi,15762865,24 Ağustos 2024,Kiralık,76 m²,2+1,3.Kat,Kombi Doğalgaz,13000 TL,1,24 Ağustos 2024,Konut,Daire,80 m²,5-10,3,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
28000TL,İstanbul,Bahçelievler,Yenibosna Merkez Mahallesi,15762856,29 Ağustos 2024,Kiralık,110 m²,3+1,2.Kat,Kombi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,120 m²,16-20,2,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
15000TL,İstanbul,Bayrampaşa,Altıntepsi Mahallesi,15762851,30 Ağustos 2024,Kiralık,85 m²,2+1,Düz Giriş (Zemin),Doğalgaz Sobalı,15000 TL,1,24 Ağustos 2024,Konut,Daire,90 m²,21 Ve Üzeri,4,Boş,Hayır,Genel Fiyat,,,Var,,,,,,,,100 TL,Açık Balkon,1,2 m²
16500TL,İstanbul,Çatalca,Ferhatpaşa Mahallesi,15762770,26 Ağustos 2024,Kiralık,80 m²,1 Oda,Bahçe Katı,Kombi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,85 m²,16-20,2,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
11000TL,İstanbul,Başakşehir,Güvercintepe Mahallesi,15762655,30 Ağustos 2024,Kiralık,65 m²,1+1,Bahçe Katı,Kombi Doğalgaz,22000 TL,1,24 Ağustos 2024,Konut,Daire,70 m²,1,4,Boş,Hayır,Genel Fiyat,,,Yok,,,,,,,,,,,
26000TL,İstanbul,Pendik,Yenişehir Mahallesi,15762514,26 Ağustos 2024,Kiralık,48 m²,1+1,9.Kat,Merkezi (Pay Ölçer),,1,24 Ağustos 2024,Konut,Daire,56 m²,11-15,9,Boş,Evet,Genel Fiyat,,Eşyalı,,,,Yok,,,,,,,,
12500TL,İstanbul,Bahçelievler,Zafer Mahallesi,15762503,24 Ağustos 2024,Kiralık,60 m²,1+1,Yüksek Giriş,Kombi Doğalgaz,25000 TL,1,24 Ağustos 2024,Konut,Daire,65 m²,5-10,4,Boş,Hayır,Birim Fiyat,İkinci El,Boş,Yok,Betonarme,2,,,,,,50 TL,,,
30000TL,İstanbul,Maltepe,Yalı Mahallesi,15762342,24 Ağustos 2024,Kiralık,130 m²,3+1,5.Kat,Kombi Doğalgaz,30000 TL,1,24 Ağustos 2024,Konut,Daire,140 m²,21 Ve Üzeri,6,Kiracı Oturuyor,Hayır,Genel Fiyat,İkinci El,Boş,Var,Betonarme,2,,,,,,200 TL," Açık Balkon, Kapalı Balkon  ",2,10 m²
42000TL,İstanbul,Kartal,Karlıktepe Mahallesi,15762300,24 Ağustos 2024,Kiralık,105 m²,3+1,2.Kat,Kombi Doğalgaz,42000 TL,1,24 Ağustos 2024,Konut,Daire,120 m²,16-20,5,Boş,Hayır,Genel Fiyat,,Eşyalı,Var,,2,,,,,,,Açık Balkon,1,
25000TL,İstanbul,Avcılar,Tahtakale Mahallesi,15762295,24 Ağustos 2024,Kiralık,100 m²,2+1,8.Kat,Merkezi (Pay Ölçer),50000 TL,2,24 Ağustos 2024,Konut,Daire,129 m²,0 (Yeni),17,Boş,Evet,Genel Fiyat,,,,,,,,,,,,,,
10000TL,İstanbul,Sarıyer,Bahçeköy Kemer Mahallesi,15762270,24 Ağustos 2024,Kiralık,135 m²,3+1,3.Kat,Kombi Doğalgaz,10000 TL,2,24 Ağustos 2024,Konut,Daire,150 m²,16-20,4,Boş,Hayır,Genel Fiyat,İkinci El,Eşyalı,Var,Betonarme,2,,,,,Hayır,,Kapalı Balkon,1,
75000TL,İstanbul,Kadıköy,Suadiye Mahallesi,15762244,24 Ağustos 2024,Kiralık,100 m²,3+1,1.Kat,Merkezi Doğalgaz,150000 TL,2,24 Ağustos 2024,Konut,Daire,135 m²,4,9,Boş,Hayır,Genel Fiyat,İkinci El,Eşyalı,,,,Yok,,,,,,,,
12000TL,İstanbul,Esenyurt,Bağlarçeşme Mahallesi,15762004,24 Ağustos 2024,Kiralık,80 m²,2+1,2.Kat,Kombi Doğalgaz,12000 TL,1,24 Ağustos 2024,Konut,Daire,90 m²,5-10,5,Boş,Hayır,Genel Fiyat,İkinci El,Boş,Var,,,Yok,,25 m²,,Evet,50 TL,,1,
11000TL,İstanbul,Zeytinburnu,Beştelsiz Mahallesi,15761859,24 Ağustos 2024,Kiralık,55 m²,1+1,Çatı Katı,Isıtma Yok,2 TL,1,24 Ağustos 2024,Konut,Daire,75 m²,21 Ve Üzeri,4,Boş,Hayır,Genel Fiyat,,,Yok,,,,,,,,,,,
35000TL,İstanbul,Ataşehir,Kayışdağı Mahallesi,15761757,25 Ağustos 2024,Kiralık,75 m²,2+1,Bahçe Katı,Kombi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,85 m²,16-20,4,Boş,Hayır,Genel Fiyat,,Eşyalı,,,,,,,,,,,,
18000arrow_downward%10TL,İstanbul,Avcılar,Mustafa Kemal Paşa Mahallesi,15761747,30 Ağustos 2024,Kiralık,90 m²,2+1,Yüksek Giriş,Kombi Doğalgaz,36000 TL,2,24 Ağustos 2024,Konut,Daire,100 m²,11-15,4,Boş,Hayır,Genel Fiyat,,,Var,,,,,,,,,,,
16000TL,İstanbul,Bahçelievler,Yenibosna Merkez Mahallesi,15761726,29 Ağustos 2024,Kiralık,1 m²,2+1,4.Kat,Kombi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,95 m²,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
10000TL,İstanbul,Küçükçekmece,Atatürk Mahallesi,15761710,24 Ağustos 2024,Kiralık,60 m²,1+1,Bahçe Katı,Kombi Doğalgaz,15000 TL,1,24 Ağustos 2024,Konut,Daire,65 m²,5-10,4,Boş,Hayır,Genel Fiyat,,Boş,Var,,1,Yok,,,,,100 TL,Kapalı Balkon,1,
26000TL,İstanbul,Ataşehir,Örnek Mahallesi,15761699,24 Ağustos 2024,Kiralık,70 m²,2+1,Kot 2 (-2).Kat,Kombi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,80 m²,1,4,Boş,Evet,Genel Fiyat,,,,,,,,,,,,,,
38000TL,İstanbul,Başakşehir,Kayabaşı Mahallesi,15761645,24 Ağustos 2024,Kiralık,110 m²,3+1,6.Kat,Merkezi (Pay Ölçer),,2,24 Ağustos 2024,Konut,Daire,130 m²,5-10,8,Boş,Evet,Genel Fiyat,,Eşyalı,,,,Yok,,,,,,,,
23500TL,İstanbul,Kartal,Yunus Mahallesi,15761639,24 Ağustos 2024,Kiralık,45 m²,1+1,1.Kat,Kombi Doğalgaz,48000 TL,1,24 Ağustos 2024,Konut,Daire,55 m²,0 (Yeni),4,Boş,Hayır,Genel Fiyat,Sıfır,Boş,,,,Yok,,0 m²,,,,,,
25000TL,İstanbul,Sarıyer,Maden Mahallesi,15761630,30 Ağustos 2024,Kiralık,90 m²,2+1,1.Kat,Kombi Doğalgaz,25000 TL,1,24 Ağustos 2024,Konut,Daire,100 m²,16-20,2,Boş,Hayır,Genel Fiyat,İkinci El,,Yok,Betonarme,1,,,,,,0 TL,,,
5200000TL,İstanbul,Maltepe,Fındıklı Mahallesi,15761587,24 Ağustos 2024,Kiralık,75 m²,2+2,4.Kat,Merkezi (Pay Ölçer),,2,24 Ağustos 2024,Konut,Daire,80 m²,3,4,Kiracı Oturuyor,Hayır,Genel Fiyat,İkinci El,Boş,,,2,Yok,,,,,1000 TL,,,
17500TL,İstanbul,Esenyurt,Mehterçeşme Mahallesi,15761559,27 Ağustos 2024,Kiralık,85 m²,2+1,5.Kat,Merkezi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,95 m²,5-10,5,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
16000TL,İstanbul,Pendik,Yenişehir Mahallesi,15761556,24 Ağustos 2024,Kiralık,65 m²,2+1,2.Kat,Kombi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,75 m²,21 Ve Üzeri,8,Boş,Evet,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
21000TL,İstanbul,Pendik,Yenişehir Mahallesi,15761554,24 Ağustos 2024,Kiralık,50 m²,1+1,2.Kat,Kombi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,62 m²,11-15,7,Boş,Evet,Genel Fiyat,,Eşyalı,,,,Yok,,,,,,,,
46500TL,İstanbul,Kadıköy,Zühtüpaşa Mahallesi,15761547,24 Ağustos 2024,Kiralık,104 m²,3+1,5.Kat,Merkezi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,130 m²,21 Ve Üzeri,9,Boş,Hayır,Genel Fiyat,İkinci El,Boş,,,1,Yok,,30 m²,,,,,,
14000TL,İstanbul,Avcılar,Denizköşkler Mahallesi,15761498,30 Ağustos 2024,Kiralık,75 m²,1+1,Yüksek Giriş,Kombi Doğalgaz,14000 TL,2,24 Ağustos 2024,Konut,Daire,95 m²,3,4,Boş,Hayır,Genel Fiyat,,,Yok,,,,,,,,80 TL,,,
9000TL,İstanbul,Esenyurt,Battalgazi Mahallesi,15761497,27 Ağustos 2024,Kiralık,70 m²,1+1,Bahçe Katı,Merkezi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,75 m²,3,5,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
31500TL,İstanbul,Kadıköy,Osmanağa Mahallesi,15761472,24 Ağustos 2024,Kiralık,58 m²,2+1,4.Kat,Kombi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,70 m²,21 Ve Üzeri,4,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
16000TL,İstanbul,Bahçelievler,Zafer Mahallesi,15761468,29 Ağustos 2024,Kiralık,1 m²,2+1,4.Kat,Kombi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,95 m²,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
11000TL,İstanbul,Esenyurt,Talatpaşa Mahallesi,15761456,30 Ağustos 2024,Kiralık,90 m²,2+1,Yüksek Giriş,Kombi Doğalgaz,11000 TL,2,24 Ağustos 2024,Konut,Daire,100 m²,5-10,4,Boş,Hayır,Genel Fiyat,,,Yok,,,,,,,,80 TL,,,
130000TL,İstanbul,Fatih,Kemal Paşa Mahallesi,15761438,24 Ağustos 2024,Kiralık,299 m²,1 Oda,,Kombi Doğalgaz,,Yok,24 Ağustos 2024,Konut,Bina,300 m²,21 Ve Üzeri,4,Boş,Hayır,Genel Fiyat,,,,,,Yok,,,,,,,,
13500TL,İstanbul,Esenyurt,Atatürk Mahallesi,15761431,30 Ağustos 2024,Kiralık,130 m²,3+1,1.Kat,Kombi Doğalgaz,14000 TL,2,24 Ağustos 2024,Konut,Daire,160 m²,11-15,4,Boş,Hayır,Genel Fiyat,,,Var,,,,,,,,80 TL,,2,
15000TL,İstanbul,Kağıthane,Şirintepe Mahallesi,15761427,24 Ağustos 2024,Kiralık,60 m²,2+1,1.Kat,Kombi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,65 m²,21 Ve Üzeri,4,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
14000TL,İstanbul,Esenyurt,Atatürk Mahallesi,15761402,30 Ağustos 2024,Kiralık,130 m²,2+1,2.Kat,Kombi Doğalgaz,28000 TL,2,24 Ağustos 2024,Konut,Daire,150 m²,5-10,4,Boş,Hayır,Genel Fiyat,,,Var,,,,,,,,80 TL,Kapalı Balkon,2,
34000TL,İstanbul,Küçükçekmece,Cumhuriyet Mahallesi,15761365,24 Ağustos 2024,Kiralık,90 m²,2+1,5.Kat,Merkezi (Pay Ölçer),,1,24 Ağustos 2024,Konut,Daire,100 m²,5-10,11,Boş,Evet,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
13000TL,İstanbul,Esenyurt,Talatpaşa Mahallesi,15761344,30 Ağustos 2024,Kiralık,95 m²,2+1,Yüksek Giriş,Kombi Doğalgaz,26000 TL,2,24 Ağustos 2024,Konut,Daire,110 m²,1,4,Boş,Hayır,Genel Fiyat,,,Yok,,,,,,,,80 TL,,,
35500TL,İstanbul,Pendik,Yenişehir Mahallesi,15761336,24 Ağustos 2024,Kiralık,64 m²,1+1,4.Kat,Merkezi (Pay Ölçer),,1,24 Ağustos 2024,Konut,Daire,72 m²,4,9,Boş,Evet,Genel Fiyat,,Eşyalı,,,,Yok,,,,,,,,
22500TL,İstanbul,Sultangazi,50. Yıl Mahallesi,15761308,29 Ağustos 2024,Kiralık,60 m²,2+1,4.Kat,Kombi Doğalgaz,23000 TL,1,24 Ağustos 2024,Konut,Daire,70 m²,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,İkinci El,Eşyalı,Var,Betonarme,2,,,16 m²,,,100 TL,,1,
13000TL,İstanbul,Gaziosmanpaşa,Kazım Karabekir Mahallesi,15761249,29 Ağustos 2024,Kiralık,85 m²,2+1,3.Kat,Doğalgaz Sobalı,13000 TL,1,24 Ağustos 2024,Konut,Daire,90 m²,21 Ve Üzeri,4,Boş,Hayır,Genel Fiyat,,,,,,,,,,,,,,
14000TL,İstanbul,Sultangazi,75. Yıl Mahallesi,15761239,24 Ağustos 2024,Kiralık,90 m²,2+1,Kot 1 (-1).Kat,Kombi Doğalgaz,,1,24 Ağustos 2024,Konut,Daire,100 m²,5-10,5,Boş,Hayır,Genel Fiyat,,Boş,,,,Yok,,,,,,,,
20000TL,İstanbul,Sancaktepe,Fatih Mahallesi,15761235,30 Ağustos 2024,Kiralık,100 m²,2+1,Çatı Dubleks,Kombi Doğalgaz,20000 TL,1,24 Ağustos 2024,Konut,Daire,120 m²,5-10,4,Boş,Hayır,Genel Fiyat,,,,,,,,,,,150 TL,,,
